,created_at_hour,id,full_text,compound,sentiment
1312,2021-09-13 00:00:00+00:00,1437200077953671172,RT @wendt_lynn: @Tupil_Ash @BritBox_UK Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @R…,0.0,Neutral
1311,2021-09-13 00:00:00+00:00,1437200103299850240,RT @wendt_lynn: @Tupil_Ash Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @…,0.0,Neutral
1310,2021-09-13 00:00:00+00:00,1437200106495922180,"RT @C4Press: 🏆 Congratulations to @EmmaRaducanu! 👏🏼
A peak audience of 9.2m watched her historic #USOpenFinal victory on @Channel4 - a 39.9…",0.636,Positive
1309,2021-09-13 00:00:00+00:00,1437200121180078090,"RT @Tupil_Ash: #SidlotteForever #SaveSidneyParker #LastAustenhero #JASanditon 
@masterpiecepbs @RedPlanetTV @BritBox_UK
@PrimeVideo @netfli…",0.0,Neutral
1308,2021-09-13 00:00:00+00:00,1437200144622133256,RT @wendt_lynn: @Tupil_Ash Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @…,0.0,Neutral
1307,2021-09-13 00:00:00+00:00,1437200163425165313,"RT @Tupil_Ash: #SidlotteForever #SaveSidneyParker #LastAustenhero #JASanditon 
@masterpiecepbs @RedPlanetTV @BritBox_UK
 @PrimeVideo @netfl…",0.0,Neutral
1306,2021-09-13 00:00:00+00:00,1437200184358973446,RT @wendt_lynn: @Tupil_Ash Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @…,0.0,Neutral
1305,2021-09-13 00:00:00+00:00,1437200205632446464,RT @wendt_lynn: @Tupil_Ash Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @…,0.0,Neutral
1304,2021-09-13 00:00:00+00:00,1437200228180967431,RT @wendt_lynn: @Tupil_Ash Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @…,0.0,Neutral
1303,2021-09-13 00:00:00+00:00,1437200271118118920,RT @wendt_lynn: @Janemf70austen1 @silvestria_fic Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterp…,0.0,Neutral
1302,2021-09-13 00:00:00+00:00,1437200301623234562,RT @wendt_lynn: @Tupil_Ash @BritBox_UK @RedPlanetTV @masterpiecepbs Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #Last…,0.0,Neutral
1301,2021-09-13 00:00:00+00:00,1437200303590297609,"Congrats👏 @DaniilMedwed for your 1st Grandslam, the way you defeted @DjokerNole in all 3 sets, it's unimaginable...Hope the grand slam numbrs conitnues in upcoming years...All The BEST😊

#USOpenFinal #Djokovic #USOpen #USOpen2021 #tennisxiuperstar https://t.co/wcXTBLpaPB",0.1027,Positive
1300,2021-09-13 00:00:00+00:00,1437200330907922433,RT @wendt_lynn: @SidneyHourlyBot #SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @BritBox_UK @P…,0.0,Neutral
1299,2021-09-13 00:00:00+00:00,1437200378039201792,"RT @manueleinstell: Rafael Nadal and Roger Federer after Novak fails to make it 21 
#USOpen2021 #USOpen #USOpenFinal https://t.co/c8FJLYtlNA",-0.4215,Negative
1298,2021-09-13 00:00:00+00:00,1437200382493659142,RT @wendt_lynn: @Tupil_Ash @BritBox_UK Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @R…,0.0,Neutral
1297,2021-09-13 00:00:00+00:00,1437200399442796545,"RT @Tupil_Ash: #SidlotteForever #JASanditon #savesidneyparke #LastAustenHero @masterpiecepbs
@RedPlanetTV @BritBox_UK
 @PrimeVideo @netflix…",0.0,Neutral
1296,2021-09-13 00:00:00+00:00,1437200430627446792,RT @wendt_lynn: @Tupil_Ash @masterpiecepbs @BritBox_UK @RedPlanetTV Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #Last…,0.0,Neutral
1295,2021-09-13 00:00:00+00:00,1437200453096419329,RT @wendt_lynn: @Janemf70austen1 @gabbyranita @Maria72160280 @Bettefave @DebandCo3 @jenvan16 @KatharineCoate1 @Hoest61458667 @nedwards338 @…,0.0,Neutral
1294,2021-09-13 00:00:00+00:00,1437200489905594375,RT @wendt_lynn: @TLandin @Tupil_Ash @masterpiecepbs @BritBox_UK @RedPlanetTV @PBS @BBC Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #sav…,0.0,Neutral
1293,2021-09-13 00:00:00+00:00,1437200500949241856,RT @wendt_lynn: @Tupil_Ash @masterpiecepbs @BritBox_UK @RedPlanetTV Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #Last…,0.0,Neutral
1292,2021-09-13 00:00:00+00:00,1437200519198646276,RT @wendt_lynn: @Tupil_Ash @BritBox_UK @RedPlanetTV @masterpiecepbs #SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterp…,0.0,Neutral
1291,2021-09-13 00:00:00+00:00,1437200533387890690,RT @wendt_lynn: @TLandin @silvestria_fic @Sanditonfanfic Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero…,0.0,Neutral
1290,2021-09-13 00:00:00+00:00,1437200571610583043,RT @wendt_lynn: @TLandin @GLife809 @RedPlanetTV @masterpiecepbs @BritBox_UK @PBS Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidne…,0.0,Neutral
1289,2021-09-13 00:00:00+00:00,1437200589134442501,RT @wendt_lynn: @SidneyHourlyBot Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlan…,0.0,Neutral
1288,2021-09-13 00:00:00+00:00,1437200593433542657,"@DaniilMedwed  a @DjokerNole  tras ganar el #USOpenFinal  ""Para mí eres y serás el mejor del mundo"". 

Djokovic se quedó corto en la final del US Open al sucumbir 6-4, 6-4, 6-4 ante un rival ruso que reclamó su primera corona en uno de los grandes eventos. https://t.co/Lw6gfiifFh",0.0,Neutral
1287,2021-09-13 00:00:00+00:00,1437200616015777794,RT @wendt_lynn: @Janemf70austen1 @Mimithe20536023 Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @master…,0.0,Neutral
1286,2021-09-13 00:00:00+00:00,1437200625964666881,RT @wendt_lynn: @Mimithe20536023 Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlan…,0.0,Neutral
1285,2021-09-13 00:00:00+00:00,1437200704209227776,"How beautiful it is to see the most human side of Djokovic! It is so much easier to accept him as perhaps the GOAT in his time of adversity, defeat and exhaustion. #USOpenFinal #Djokovic",0.3758,Positive
1284,2021-09-13 00:00:00+00:00,1437200788724539393,"RT @wendt_lynn: @Liana___K @Cathyor66 We need a proper ending.

#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiece…",0.0,Neutral
1283,2021-09-13 00:00:00+00:00,1437200796790181891,"Just watched the #USOpenFinal on reply a couple of things

1.Congrats to Medvedev What a performance especially under the circumstances

2. Djokovic completely spit the bit Pressure obviously got to him Flush those 3 other majors down the toilet #USOpen",-0.296,Negative
1282,2021-09-13 00:00:00+00:00,1437200981108928514,RT @diginetbar: Promocion: De un paso a la #transformacion #Digital #DigitalTransformation  de su empresa Administramos sus #redes #sociale…,0.0,Neutral
1281,2021-09-13 00:00:00+00:00,1437201092316647425,RT @diginetbar: Promocion: De un paso a la #transformacion #Digital #DigitalTransformation  de su empresa Administramos sus #redes #sociale…,0.0,Neutral
1280,2021-09-13 00:00:00+00:00,1437201177016512516,RT @wendt_lynn: @Mimithe20536023 Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlan…,0.0,Neutral
1279,2021-09-13 00:00:00+00:00,1437201196532461574,"Djokovic lost that too in a straight set. Hard to believe. Huge Congratulations @DaniilMedwed . What a win. What a memorable and remarkable way of winning 1st ever GS by defeating best of this game. 

#USOpenFinal #USOpen",0.9571,Positive
1278,2021-09-13 00:00:00+00:00,1437201249166761988,"The script was very familar, #USOpenFinal ,@DaniilMedwed up 2 sets to love, the stage was set for @DjokerNole but the fight back just didnt happen. Medvedev was just relentless with his heavy serves &amp; big ground strokes &amp; for once Novak with all the expectations wilted.
#USOpen",-0.128,Negative
1277,2021-09-13 00:00:00+00:00,1437201323125100544,😂😂😂😂😂 #USOpen #USOpenFinal #USOpen2021 #FIFA21 #FIFA22 https://t.co/fZzrbzv3PW,0.0,Neutral
1276,2021-09-13 00:00:00+00:00,1437201355526004740,@ESPNFC 2021 US Open Champion: Medvedev 😂🐟 #USOpen #USOpenFinal https://t.co/UqcpYtGomH,0.5994,Positive
1275,2021-09-13 00:00:00+00:00,1437201543065915394,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
1274,2021-09-13 00:00:00+00:00,1437201548224856070,Stay classy New York 🙄 #USOpen #USOpenFinal,0.4404,Positive
1273,2021-09-13 00:00:00+00:00,1437201569129271298,#USOpenFinal what a performance by @DaniilMedwed... After losing two grandslam finals and now winning this one... Seems like the new era is about to begin...,0.5106,Positive
1272,2021-09-13 00:00:00+00:00,1437201576943394816,RT @diginetbar: Promocion: De un paso a la #transformacion #Digital #DigitalTransformation  de su empresa Administramos sus #redes #sociale…,0.0,Neutral
1271,2021-09-13 00:00:00+00:00,1437201780601856003,"Daniil Medvedev beats Novak Djokovic in 2021 US Open men’s final.

 #Medvedev #Djokovic  #USOpen #USOpenFinal #DjokovicvsMedvedev https://t.co/h9ZfqkRC3n",0.0,Neutral
1270,2021-09-13 00:00:00+00:00,1437202082457473028,"On what could have been the biggest night of his life, Novak Djokovic played the worst match of his career losing to Russia’s Daniil Medvedev at the #USOpenFinal. He was totally paralysed by nerves. https://t.co/hq6Z45Fs1I",-0.7152,Negative
1269,2021-09-13 00:00:00+00:00,1437202094092476420,Medvedev☄️ #USOpenFinal,0.0,Neutral
1268,2021-09-13 00:00:00+00:00,1437202161369186305,"RT @aus_sport: On what could have been the biggest night of his life, Novak Djokovic played the worst match of his career losing to Russia’…",-0.6486,Negative
1267,2021-09-13 00:00:00+00:00,1437202193145339904,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
1266,2021-09-13 00:00:00+00:00,1437202342697324547,"Back to back 'Three Sets' defeat with a margin of equal number of games #USOpenFinal men's single final is trending if everything #health, #enthu #energy were good with #Djokovic or something was wrong somewhere.The #Djokovic spirit(use to be) was highly missing! #DMedvedev🥇🏆👏",-0.6893,Negative
1265,2021-09-13 00:00:00+00:00,1437202588370407424,"@GLife809 @Mimithe20536023 @Sanditonfanfic @RedPlanetTV @masterpiecepbs Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @BritBox_UK @PrimeVideo @netflix @WLIW21 @PBSSoCal @WGBH @PBS @itv @PBSWI @HBOmax #JASanditonLetters
#USOpen2021 #USOpenFinal #sundayvibes",0.0,Neutral
1264,2021-09-13 00:00:00+00:00,1437202592682049537,"Russia’s Daniil Medvdev beats Serbia’s Novak Djokovic in #USOpenFinal on Sunday to win the maiden Grand Slam title. The World No. 1 fell one step short in his Grand Slam bid;
UK’s 18-year-old Emma Raducanu defeats Leylah Fernandez of Canada for the #USOpen Title https://t.co/3GKEBm1rC1",0.2732,Positive
1263,2021-09-13 00:00:00+00:00,1437202610759602178,"RT @manueleinstell: Rafael Nadal and Roger Federer after Novak fails to make it 21 
#USOpen2021 #USOpen #USOpenFinal https://t.co/c8FJLYtlNA",-0.4215,Negative
1262,2021-09-13 00:00:00+00:00,1437202624420454406,"@TLandin @KeriJaneite @Sanditonfanfic Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @BritBox_UK @PrimeVideo @netflix @WLIW21 @PBSSoCal @WGBH @PBS @itv @PBSWI @HBOmax #JASanditonLetters
#USOpen2021 #USOpenFinal #sundayvibes",0.0,Neutral
1261,2021-09-13 00:00:00+00:00,1437202826959204356,"@tipsmom3 Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @BritBox_UK @PrimeVideo @netflix @WLIW21 @PBSSoCal @WGBH @PBS @itv @PBSWI @HBOmax #JASanditonLetters
#USOpen2021 #USOpenFinal #sundayvibes",0.0,Neutral
1260,2021-09-13 00:00:00+00:00,1437202853764947969,"@Tupil_Ash Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @BritBox_UK @PrimeVideo @netflix @WLIW21 @PBSSoCal @WGBH @PBS @itv @PBSWI @HBOmax #JASanditonLetters
#USOpen2021 #USOpenFinal #sundayvibes",0.0,Neutral
1259,2021-09-13 00:00:00+00:00,1437202871150338054,RT @CGTNOfficial: Russia’s Daniil Medvdev beats Serbia’s Novak Djokovic in #USOpenFinal on Sunday to win the maiden Grand Slam title. The W…,0.6369,Positive
1258,2021-09-13 00:00:00+00:00,1437202889001381894,"@tipsmom3 @begum_saifa @SonyPicsAtHome Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @BritBox_UK @PrimeVideo @netflix @WLIW21 @PBSSoCal @WGBH @PBS @itv @PBSWI @HBOmax #JASanditonLetters
#USOpen2021 #USOpenFinal #sundayvibes",0.0,Neutral
1257,2021-09-13 00:00:00+00:00,1437202926502567937,"@Tupil_Ash Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @BritBox_UK @PrimeVideo @netflix @WLIW21 @PBSSoCal @WGBH @PBS @itv @PBSWI @HBOmax #JASanditonLetters
#USOpen2021 #USOpenFinal #sundayvibes",0.0,Neutral
1256,2021-09-13 00:00:00+00:00,1437202957171367944,RT @wendt_lynn: @tipsmom3 Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @B…,0.0,Neutral
1255,2021-09-13 00:00:00+00:00,1437202975479500803,"@SidneyHourlyBot Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @BritBox_UK @PrimeVideo @netflix @WLIW21 @PBSSoCal @WGBH @PBS @itv @PBSWI @HBOmax #JASanditonLetters
#USOpen2021 #USOpenFinal #sundayvibes",0.0,Neutral
1254,2021-09-13 00:00:00+00:00,1437202984128028672,"Why cry, Novak? 3 out of 4 in the year, is a major accomplishment. Can't always be, me, me, me. Let others taste the fruits for a change. Congrats to the Russian. Job well done
Congrats to Novak, as well

#USOpenFinal #Deserved #CongratulationsEmma  #novakdjokovic #DaniilMedvedev",0.7845,Positive
1253,2021-09-13 00:00:00+00:00,1437202996031524866,RT @wendt_lynn: @GLife809 @Mimithe20536023 @Sanditonfanfic @RedPlanetTV @masterpiecepbs Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #sa…,0.0,Neutral
1252,2021-09-13 00:00:00+00:00,1437203005183598595,"@Tupil_Ash Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @BritBox_UK @PrimeVideo @netflix @WLIW21 @PBSSoCal @WGBH @PBS @itv @PBSWI @HBOmax #JASanditonLetters
#USOpen2021 #USOpenFinal #sundayvibes",0.0,Neutral
1251,2021-09-13 00:00:00+00:00,1437203038440198149,RT @wendt_lynn: @Tupil_Ash Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @…,0.0,Neutral
1250,2021-09-13 00:00:00+00:00,1437203048758226949,RT @wendt_lynn: @Tupil_Ash Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @…,0.0,Neutral
1249,2021-09-13 00:00:00+00:00,1437203077518532610,#USOpenFinal #DaniilMedvedev 🏆 https://t.co/5Mv9xvqOr1,0.0,Neutral
1248,2021-09-13 00:00:00+00:00,1437203078751588357,"@Tupil_Ash Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @BritBox_UK @PrimeVideo @netflix @WLIW21 @PBSSoCal @WGBH @PBS @itv @PBSWI @HBOmax #JASanditonLetters
#USOpen2021 #USOpenFinal #sundayvibes",0.0,Neutral
1247,2021-09-13 00:00:00+00:00,1437203096334180357,"🎾 Últimos ganadores de su primer #GrandSlam:

🇦🇷 G. Gaudio (RG 04)
🇪🇦 R. Nadal (RG 05)
🇷🇸 N. Djokovic (AO 08)
🇦🇷 J. M. del Potro (US 09)
🇬🇧 A. Murray (US 12)
🇨🇭 S. Wawrinka (AO 14)
🇭🇷 M. Cilic (US 14)
🇦🇹 D. Thiem (US 20)
🇷🇺 D. Medvedev (US 21)

#USOpenFinal #USOpen",0.0,Neutral
1246,2021-09-13 00:00:00+00:00,1437203116777218052,"@biancalimr @tipsmom3 Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @BritBox_UK @PrimeVideo @netflix @WLIW21 @PBSSoCal @WGBH @PBS @itv @PBSWI @HBOmax #JASanditonLetters
#USOpen2021 #USOpenFinal #sundayvibes",0.0,Neutral
1245,2021-09-13 00:00:00+00:00,1437203168106979334,Such a Great news to wake up to on a Monday morning.. 🙂Congratulations @DaniilMedwed.. Very happy for you Champ.. Massive Respect.. 🙏🏼🥰 #USOpenFinal #USOpen,0.8439,Positive
1244,2021-09-13 00:00:00+00:00,1437203197119107073,"@Mimithe20536023 Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @BritBox_UK @PrimeVideo @netflix @WLIW21 @PBSSoCal @WGBH @PBS @itv @PBSWI @HBOmax #JASanditonLetters
#USOpen2021 #USOpenFinal #sundayvibes",0.0,Neutral
1243,2021-09-13 00:00:00+00:00,1437203216500985859,"A disapponting end to what has been a phenomenal year. If it's destined for the King of Melbourne to grab his 21st in Australia, then that's where it will happen. Only four months away. Greatest tennis player of all time.
#USOpenFinal #NoleFam #USOpen https://t.co/656m70UEFM",0.6369,Positive
1242,2021-09-13 00:00:00+00:00,1437203230115647489,"@Mimithe20536023 Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @BritBox_UK @PrimeVideo @netflix @WLIW21 @PBSSoCal @WGBH @PBS @itv @PBSWI @HBOmax #JASanditonLetters
#USOpen2021 #USOpenFinal #sundayvibes",0.0,Neutral
1241,2021-09-13 00:00:00+00:00,1437203263909208065,"@Tupil_Ash Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @BritBox_UK @PrimeVideo @netflix @WLIW21 @PBSSoCal @WGBH @PBS @itv @PBSWI @HBOmax #JASanditonLetters
#USOpen2021 #USOpenFinal #sundayvibes",0.0,Neutral
1240,2021-09-13 00:00:00+00:00,1437203301154623497,"@biancalimr Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @BritBox_UK @PrimeVideo @netflix @WLIW21 @PBSSoCal @WGBH @PBS @itv @PBSWI @HBOmax #JASanditonLetters
#USOpen2021 #USOpenFinal #sundayvibes",0.0,Neutral
1239,2021-09-13 00:00:00+00:00,1437203344217546752,"@DebandCo3 Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @BritBox_UK @PrimeVideo @netflix @WLIW21 @PBSSoCal @WGBH @PBS @itv @PBSWI @HBOmax #JASanditonLetters
#USOpen2021 #USOpenFinal #sundayvibes",0.0,Neutral
1238,2021-09-13 00:00:00+00:00,1437203363251122177,Maintaining such composure against a nasty crowd with Djokovic at the peak of his powers and then hitting the L2 + left at the end was just ice cold from Medvedev #USOpen #USOpenFinal,-0.5574,Negative
1237,2021-09-13 00:00:00+00:00,1437203375762944000,RT @CGTNOfficial: Russia’s Daniil Medvdev beats Serbia’s Novak Djokovic in #USOpenFinal on Sunday to win the maiden Grand Slam title. The W…,0.6369,Positive
1236,2021-09-13 00:00:00+00:00,1437203380569526275,"@Mimithe20536023 Sidlotte HEA Yah!!!#SidlotteForever #JASanditon #savesidneyparker #LastAustenHero @masterpiecepbs @RedPlanetTV @BritBox_UK @PrimeVideo @netflix @WLIW21 @PBSSoCal @WGBH @PBS @itv @PBSWI @HBOmax #JASanditonLetters
#USOpen2021 #USOpenFinal #sundayvibes",0.0,Neutral
